26490	"@USER @USER @USER @USER Also cancel school debt"" is the most stupid of all of her ideas. And far left idea of free college is bigoted idea. No wonder conservatives call us ""elitists"". Who is going to pay for technical/trade schools 4 those who are not ""book smart""?  Crazy!"""	OFF	TIN	IND
26624	@USER @USER NO REAL AMERICAN WOULD WATCH THIS CRAP	OFF	TIN	OTH
67824	"@USER Open a Case"" 4-this:  John Kerry: ""Obama &amp; I *KNOWINGLY  *FUNDED *TERROR""  55 BILLION $$$ With a ""B"" !!  God bless Trump #MAGA #KAG #DeepState .. (FULL LINK: URL .. URL"	OFF	TIN	IND
28829	#qanon LIBERALS ARE LIKE MONKEYS THROWING THEIR OWN SHIT AT EVERYTHING	OFF	TIN	GRP
73607	@USER @USER @USER @USER You forgot to tag your Bulletproof bullshit mate @USER .  You got sucked into the vortex Tom and now you are drinking all the koolaid.	OFF	TIN	IND
75575	@USER @USER @USER @USER @USER Only people that own guns get a say on what to do about gun control.	OFF	TIN	OTH
47621	"@USER Authoritarianism is terrifying and destructive. Right now the Conservatives are authoritarian neo-liberals. Fascism is right wing, not left-wing. Centrist politics to privatise profit but burdening tax-payers with all the risks is a bad deal and why centrism"" is unpopular."""	OFF	TIN	IND
61091	@USER @USER And what do you think Ron desantis is going to do for you? He's probably in the back pocket of the NRA!! Good luck getting anything done as far as gun control because that is what we'r seriously need as a country! We need tougher background checks at least!!	OFF	TIN	IND
26424	"@USER @USER @USER That's a black referring to a group. Markedly different from affluent white people calling Ben Carson or any other prominent conservative that term. I'm thinking more of stuff like this:   URL  Antifa n word"" is quite a fruitful search."""	OFF	TIN	IND
34819	@USER He is phony and opportunist. Look at the millions he is making out of gullible people. Lets see if he donates millions he has to help his hometown. Oh well its people’s money they use. Their money is untouchable	OFF	TIN	IND
73021	@USER Conservatives just keep doubling down on being terrible people.	OFF	TIN	GRP
30213	@USER The funniest thing about her is how easily triggered she is!!! Well that and how ugly she is	OFF	TIN	IND
59696	@USER @USER Bet Ford is a part of antifa and the Berkeley gang	OFF	TIN	GRP
39851	@USER @USER @USER Candiace. She is trash.	OFF	TIN	IND
49736	@USER @USER @USER @USER @USER @USER &gt;comparing Antifa weaklings to WWII soldiers	OFF	TIN	GRP
87479	@USER Clown	OFF	TIN	IND
10087	@USER Gorgeous! And those tits are KILLER! ❤️	OFF	TIN	IND
98679	@USER We in this bitch together 💁🏽‍♂️	OFF	TIN	IND
85983	@USER At least he's not a coward like you.  What's your platform?  Where's your donor list?    #BernierNation It's time conservatives did the right thing.	OFF	TIN	IND
20802	@USER ANTIFA? As in anti fascism? Damn who wouldn't want that in America? Maybe our ancestors who fought the nazis in ww2?	OFF	TIN	OTH
42541	@USER It’s a disgrace and @USER are in danger of imploding if they don’t remove @USER	OFF	TIN	IND
43434	@USER I SAW IT but mi*rosoft sucks at translations	OFF	TIN	IND
36244	@USER Gitmo could resolve Holders issues along with all of Obama’s Clowns	OFF	TIN	GRP
93181	@USER @USER @USER @USER @USER @USER @USER @USER You know you're a racist monkey huh?  I'm sure you know what you are a piece of trash.  I never hear these pieces of horse shit speak the truth only their racist lies.  Bitch boy it's ABOUT THE RACIST COPS KILLING UNARMED BLACK AND BROWN PEOPLE!!  THAT'S THE FACT.  ASS CLOWN!!	OFF	TIN	GRP
31958	@USER Start with explaining why you think he is stupid rather than writing a question looking for attention.	OFF	TIN	OTH
87552	@USER .@USER your the perfect example of why Americans despise lying liberals. Disgusting	OFF	TIN	IND
84029	@USER Come on CNN.  He literally introduced himself.  The guy is a public figure for gun control.  Call him out!	OFF	TIN	IND
89422	@USER @USER Quick Preview Summary:  Blame Democrats Blame Obama Blame gun control Blame blacks (passively) Blame Democrats	OFF	TIN	GRP
77406	@USER Your so correct! Liberals r so easy to figure out! Make America great again  Get rid of All liberal Woman	OFF	TIN	GRP
64887	@USER @USER @USER Move to North Korea where you will find all the oppressive authoritarian gun control you want. Any one of these other countries with low gun ownership should work for you too. Good luck! URL	OFF	TIN	OTH
49221	@USER    What the fuck was that dildo rider antifa fuck going on about?	OFF	TIN	IND
73044	@USER @USER Bill Clinton enjoyed raping them while Ted Kennedy enjoyed killing them. But you are cool with that.	OFF	TIN	IND
65680	"@USER Yes, Joy @USER ?....  You were about to say Six-and-a-half years?"" Because that's correct, you sociopath.  You are ""stuck with this @USER ,""  f o r  t h e  n e x t  SIX-&amp;-ONE-HALF-YEARS.   #MAGA2KAG @USER  🇺🇸 #WINNING"""	OFF	TIN	IND
87033	@USER She should start kneeling before matches and talk about how oppressed she is.   Its getting deep in America with all the BS the liberal nuts are throwing up	OFF	TIN	GRP
64273	@USER I thought it would be worse. I thought they would be shooting liberals in the streets by now.	OFF	TIN	GRP
95495	@USER minus well keep him how he is bruh	OFF	TIN	IND
38360	@USER @USER Fuck that a bitch needs to have more class you cant act a ass because someone liked a tweet about you it dont matter who you are! #nyfw is not the place to decide to be about that life and run up and throw shoes. What Cardi Did wasnt the issue WHERE it was done was the issue!	OFF	TIN	IND
50999	@USER @USER @USER You forgot the sarcasm tag kid. Some people are ignorant enough to think you are serious	OFF	TIN	GRP
37859	@USER @USER @USER @USER  UK Polititians are a special breed of FILTH!  They get together and vote that their Expense and Sex Crimes (paedophilia) remain secret and then declare child abuse documents remain secret due to  National Security  Nothing to do with National Security	OFF	TIN	GRP
70290	@USER no she was mumbling i couldn’t hear shit she literally spoke w hand signs	OFF	TIN	IND
94120	1. If your company does it - your company sucks. 2. If you don't know how to bypass beat it - you are a sucking cuck :D	OFF	TIN	OTH
70164	@USER @USER @USER Well that's going to send the fake makers of main stream media and the left liberals and the powers behind them nuclear. Amazingly powerful world changing moment in humanitys history. #qanon it's everything we've been told to expect! #WWG1WGA #MAGA #MBGA	OFF	TIN	GRP
76440	@USER @USER @USER It was a disagreement between a fucking umpire and a player! It was not abusive!	OFF	TIN	GRP
